macro 1 0.5860544217687075 0.690758348794063 0.6137874030731174 dfsp_mpnet_base_v2_test
micro 1 0.6 0.6 0.6 dfsp_mpnet_base_v2_test
accuracy 1 0.6 0 0 dfsp_mpnet_base_v2_test
macro 1 0.6233920841063698 0.6987940630797773 0.639729083879902 Mistral_7B_Instruct_v2_mntp_supervised_test
micro 1 0.59 0.59 0.59 Mistral_7B_Instruct_v2_mntp_supervised_test
accuracy 1 0.59 0 0 Mistral_7B_Instruct_v2_mntp_supervised_test
macro 1 0.6717687074829932 0.7019596474953617 0.6720008976477353 Mistral_7B_Instruct_v2_mntp_unsup_simcse_test
micro 1 0.61 0.61 0.61 Mistral_7B_Instruct_v2_mntp_unsup_simcse_test
accuracy 1 0.61 0 0 Mistral_7B_Instruct_v2_mntp_unsup_simcse_test
macro 1 0.6584207772177697 0.7111549165120594 0.6625831492017097 e5_small_v2_test
micro 1 0.62 0.62 0.62 e5_small_v2_test
accuracy 1 0.62 0 0 e5_small_v2_test
macro 1 0.6759906759906759 0.6999536178107607 0.6561626049021007 e5_large_v2_test
micro 1 0.61 0.61 0.61 e5_large_v2_test
accuracy 1 0.61 0 0 e5_large_v2_test
macro 1 0.6181366252794824 0.6840097402597403 0.629314357321876 slate_30m_english_rtrvr_test
micro 1 0.59 0.59 0.59 slate_30m_english_rtrvr_test
accuracy 1 0.59 0 0 slate_30m_english_rtrvr_test
macro 1 0.6397031539888683 0.6891001855287568 0.6437938333228029 slate_125m_english_rtrvr_test
micro 1 0.6 0.6 0.6 slate_125m_english_rtrvr_test
accuracy 1 0.6 0 0 slate_125m_english_rtrvr_test
macro 1 0.6831349206349205 0.7098794063079776 0.654465053478572 bge_large_en_test
micro 1 0.63 0.63 0.63 bge_large_en_test
accuracy 1 0.63 0 0 bge_large_en_test
macro 3 0.5600237064522778 0.6386750154607297 0.5718369151005976 dfsp_mpnet_base_v2_test
micro 3 0.58 0.58 0.58 dfsp_mpnet_base_v2_test
accuracy 3 0.58 0 0 dfsp_mpnet_base_v2_test
macro 3 0.6189493979409945 0.628555967841682 0.6053066920548124 Mistral_7B_Instruct_v2_mntp_supervised_test
micro 3 0.55 0.55 0.55 Mistral_7B_Instruct_v2_mntp_supervised_test
accuracy 3 0.55 0 0 Mistral_7B_Instruct_v2_mntp_supervised_test
macro 3 0.6576719576719576 0.6370786951144094 0.6326631223684904 Mistral_7B_Instruct_v2_mntp_unsup_simcse_test
micro 3 0.57 0.57 0.57 Mistral_7B_Instruct_v2_mntp_unsup_simcse_test
accuracy 3 0.57 0 0 Mistral_7B_Instruct_v2_mntp_unsup_simcse_test
macro 3 0.6504009706649458 0.6326685219542362 0.6061545597259882 e5_small_v2_test
micro 3 0.59 0.59 0.59 e5_small_v2_test
accuracy 3 0.59 0 0 e5_small_v2_test
macro 3 0.6598470973470973 0.6354553184910328 0.6081458899349214 e5_large_v2_test
micro 3 0.57 0.57 0.57 e5_large_v2_test
accuracy 3 0.57 0 0 e5_large_v2_test
macro 3 0.6222789115646259 0.6250270562770562 0.6000051535765821 slate_30m_english_rtrvr_test
micro 3 0.57 0.57 0.57 slate_30m_english_rtrvr_test
accuracy 3 0.57 0 0 slate_30m_english_rtrvr_test
macro 3 0.5977040816326531 0.5903447742733456 0.5762755102040816 slate_125m_english_rtrvr_test
micro 3 0.52 0.52 0.52 slate_125m_english_rtrvr_test
accuracy 3 0.52 0 0 slate_125m_english_rtrvr_test
macro 3 0.7062873634302206 0.699791280148423 0.6682326549807751 bge_large_en_test
micro 3 0.65 0.65 0.65 bge_large_en_test
accuracy 3 0.65 0 0 bge_large_en_test
